Contact Energy,Chemotaxis Lambda,Proliferative Probability,Phenotype,Probability
3.0,3.0,0.4,Bulk invasion,0.2
3.0,3.0,0.4,No invasion,0.7
3.0,3.0,0.4,Single cell invasion,0.1
3.0,3.0,0.5,Bulk invasion,0.1
3.0,3.0,0.5,Multimodal invasion,0.1
3.0,3.0,0.5,No invasion,0.5
3.0,3.0,0.5,Single cell invasion,0.3
3.0,3.0,0.6,Bulk invasion,0.1
3.0,3.0,0.6,Multimodal invasion,0.1
3.0,3.0,0.6,No invasion,0.6
3.0,3.0,0.6,Single cell invasion,0.2
3.0,3.0,0.7,Bulk invasion,0.1
3.0,3.0,0.7,No invasion,0.6
3.0,3.0,0.7,Single cell invasion,0.3
3.0,3.0,0.8,Multimodal invasion,0.1
3.0,3.0,0.8,No invasion,0.3
3.0,3.0,0.8,Single cell invasion,0.6
3.0,3.0,0.9,No invasion,0.8
3.0,3.0,0.9,Single cell invasion,0.2
3.0,3.0,1.0,Multimodal invasion,0.1
3.0,3.0,1.0,No invasion,0.4
3.0,3.0,1.0,Single cell invasion,0.5
3.0,6.0,0.0,Multimodal invasion,1.0
3.0,6.0,0.1,Multimodal invasion,0.9
3.0,6.0,0.1,Single cell invasion,0.1
3.0,6.0,0.2,Multimodal invasion,1.0
3.0,6.0,0.3,Multimodal invasion,0.9
3.0,6.0,0.3,Single cell invasion,0.1
3.0,6.0,0.4,Multimodal invasion,1.0
3.0,6.0,0.5,Multimodal invasion,1.0
3.0,6.0,0.6,Multimodal invasion,0.9
3.0,6.0,0.6,Single cell invasion,0.1
3.0,6.0,0.7,Multimodal invasion,0.8
3.0,6.0,0.7,Single cell invasion,0.2
3.0,6.0,0.8,Multimodal invasion,0.9
3.0,6.0,0.8,Single cell invasion,0.1
3.0,6.0,0.9,Multimodal invasion,1.0
3.0,6.0,1.0,Multimodal invasion,0.9
3.0,6.0,1.0,Single cell invasion,0.1
3.0,9.0,0.0,Multimodal invasion,1.0
3.0,9.0,0.1,Multimodal invasion,1.0
3.0,9.0,0.2,Multimodal invasion,1.0
3.0,9.0,0.3,Multimodal invasion,1.0
3.0,9.0,0.4,Multimodal invasion,1.0
3.0,9.0,0.5,Multimodal invasion,1.0
3.0,9.0,0.6,Multimodal invasion,1.0
3.0,9.0,0.7,Multimodal invasion,1.0
3.0,9.0,0.8,Multimodal invasion,1.0
3.0,9.0,0.9,Multimodal invasion,1.0
3.0,9.0,1.0,Multimodal invasion,1.0
3.0,12.0,0.0,Multimodal invasion,1.0
3.0,12.0,0.1,Multimodal invasion,1.0
3.0,12.0,0.2,Multimodal invasion,1.0
3.0,12.0,0.3,Multimodal invasion,1.0
3.0,12.0,0.4,Multimodal invasion,1.0
3.0,12.0,0.5,Multimodal invasion,1.0
3.0,12.0,0.6,Multimodal invasion,1.0
3.0,12.0,0.7,Multimodal invasion,1.0
3.0,12.0,0.8,Multimodal invasion,1.0
3.0,12.0,0.9,Multimodal invasion,1.0
3.0,12.0,1.0,Multimodal invasion,1.0
3.0,15.0,0.0,Multimodal invasion,1.0
3.0,15.0,0.1,Multimodal invasion,1.0
3.0,15.0,0.2,Multimodal invasion,1.0
3.0,15.0,0.3,Multimodal invasion,1.0
3.0,15.0,0.4,Multimodal invasion,1.0
3.0,15.0,0.5,Multimodal invasion,1.0
3.0,15.0,0.6,Multimodal invasion,1.0
3.0,15.0,0.7,Multimodal invasion,1.0
3.0,15.0,0.8,Multimodal invasion,1.0
3.0,15.0,0.9,Multimodal invasion,1.0
3.0,15.0,1.0,Multimodal invasion,1.0
3.0,18.0,0.0,Multimodal invasion,1.0
3.0,18.0,0.1,Multimodal invasion,1.0
3.0,18.0,0.2,Multimodal invasion,1.0
3.0,18.0,0.3,Multimodal invasion,1.0
3.0,18.0,0.4,Multimodal invasion,1.0
3.0,18.0,0.5,Multimodal invasion,1.0
3.0,18.0,0.6,Multimodal invasion,1.0
3.0,18.0,0.7,Multimodal invasion,1.0
3.0,18.0,0.8,Multimodal invasion,1.0
3.0,18.0,0.9,Multimodal invasion,1.0
3.0,18.0,1.0,Multimodal invasion,1.0
3.0,21.0,0.0,Multimodal invasion,1.0
3.0,21.0,0.1,Multimodal invasion,1.0
3.0,21.0,0.2,Multimodal invasion,1.0
3.0,21.0,0.3,Multimodal invasion,1.0
3.0,21.0,0.4,Multimodal invasion,1.0
3.0,21.0,0.5,Multimodal invasion,1.0
3.0,21.0,0.6,Multimodal invasion,1.0
3.0,21.0,0.7,Multimodal invasion,1.0
3.0,21.0,0.8,Multimodal invasion,1.0
3.0,21.0,0.9,Multimodal invasion,1.0
3.0,21.0,1.0,Multimodal invasion,1.0
3.0,24.0,0.0,Multimodal invasion,1.0
3.0,24.0,0.1,Multimodal invasion,1.0
3.0,24.0,0.2,Multimodal invasion,1.0
3.0,24.0,0.3,Multimodal invasion,1.0
3.0,24.0,0.4,Multimodal invasion,1.0
3.0,24.0,0.5,Multimodal invasion,1.0
3.0,24.0,0.6,Multimodal invasion,1.0
3.0,24.0,0.7,Multimodal invasion,1.0
3.0,24.0,0.8,Multimodal invasion,1.0
3.0,24.0,0.9,Multimodal invasion,1.0
3.0,24.0,1.0,Multimodal invasion,1.0
3.0,27.0,0.0,Multimodal invasion,1.0
3.0,27.0,0.1,Multimodal invasion,1.0
3.0,27.0,0.2,Multimodal invasion,1.0
3.0,27.0,0.3,Multimodal invasion,1.0
3.0,27.0,0.4,Multimodal invasion,1.0
3.0,27.0,0.5,Multimodal invasion,1.0
3.0,27.0,0.6,Multimodal invasion,1.0
3.0,27.0,0.7,Multimodal invasion,1.0
3.0,27.0,0.8,Multimodal invasion,1.0
3.0,27.0,0.9,Multimodal invasion,1.0
3.0,27.0,1.0,Multimodal invasion,1.0
3.0,30.0,0.0,Multimodal invasion,1.0
3.0,30.0,0.1,Multimodal invasion,1.0
3.0,30.0,0.2,Multimodal invasion,1.0
3.0,30.0,0.3,Multimodal invasion,1.0
3.0,30.0,0.4,Multimodal invasion,1.0
3.0,30.0,0.5,Multimodal invasion,1.0
3.0,30.0,0.6,Multimodal invasion,1.0
3.0,30.0,0.7,Multimodal invasion,1.0
3.0,30.0,0.8,Multimodal invasion,1.0
3.0,30.0,0.9,Multimodal invasion,1.0
3.0,30.0,1.0,Multimodal invasion,1.0
4.0,0.0,0.0,No invasion,1.0
4.0,0.0,0.1,No invasion,1.0
4.0,0.0,0.2,No invasion,1.0
4.0,0.0,0.3,No invasion,1.0
4.0,0.0,0.4,No invasion,1.0
4.0,0.0,0.5,No invasion,0.9
4.0,0.0,0.5,Single cell invasion,0.1
4.0,0.0,0.6,No invasion,1.0
4.0,0.0,0.7,No invasion,1.0
4.0,0.0,0.8,No invasion,1.0
4.0,0.0,0.9,No invasion,1.0
4.0,0.0,1.0,No invasion,1.0
4.0,3.0,0.0,Multimodal invasion,0.2
4.0,3.0,0.0,Single cell invasion,0.8
4.0,3.0,0.1,Multimodal invasion,0.1
4.0,3.0,0.1,No invasion,0.2
4.0,3.0,0.1,Single cell invasion,0.7
4.0,3.0,0.2,Multimodal invasion,0.1
4.0,3.0,0.2,Single cell invasion,0.9
4.0,3.0,0.3,Bulk invasion,0.1
4.0,3.0,0.3,Multimodal invasion,0.1
4.0,3.0,0.3,Single cell invasion,0.8
4.0,3.0,0.4,Multimodal invasion,0.2
4.0,3.0,0.4,No invasion,0.2
4.0,3.0,0.4,Single cell invasion,0.6
4.0,3.0,0.5,Bulk invasion,0.1
4.0,3.0,0.5,No invasion,0.1
4.0,3.0,0.5,Single cell invasion,0.8
4.0,3.0,0.6,Bulk invasion,0.1
4.0,3.0,0.6,Multimodal invasion,0.1
4.0,3.0,0.6,No invasion,0.1
4.0,3.0,0.6,Single cell invasion,0.7
4.0,3.0,0.7,No invasion,0.1
4.0,3.0,0.7,Single cell invasion,0.9
4.0,3.0,0.8,Multimodal invasion,0.1
4.0,3.0,0.8,No invasion,0.2
4.0,3.0,0.8,Single cell invasion,0.7
4.0,3.0,0.9,No invasion,0.1
4.0,3.0,0.9,Single cell invasion,0.9
4.0,3.0,1.0,Multimodal invasion,0.6
4.0,3.0,1.0,Single cell invasion,0.4
4.0,6.0,0.0,Multimodal invasion,1.0
4.0,6.0,0.1,Multimodal invasion,1.0
4.0,6.0,0.2,Multimodal invasion,1.0
4.0,6.0,0.3,Multimodal invasion,1.0
4.0,6.0,0.4,Multimodal invasion,1.0
4.0,6.0,0.5,Multimodal invasion,1.0
4.0,6.0,0.6,Multimodal invasion,1.0
4.0,6.0,0.7,Multimodal invasion,0.9
4.0,6.0,0.7,Single cell invasion,0.1
4.0,6.0,0.8,Multimodal invasion,0.8
4.0,6.0,0.8,Single cell invasion,0.2
4.0,6.0,0.9,Multimodal invasion,1.0
4.0,6.0,1.0,Multimodal invasion,0.9
4.0,6.0,1.0,Single cell invasion,0.1
4.0,9.0,0.0,Multimodal invasion,1.0
4.0,9.0,0.1,Multimodal invasion,1.0
4.0,9.0,0.2,Multimodal invasion,1.0
4.0,9.0,0.3,Multimodal invasion,1.0
4.0,9.0,0.4,Multimodal invasion,1.0
4.0,9.0,0.5,Multimodal invasion,1.0
4.0,9.0,0.6,Multimodal invasion,1.0
4.0,9.0,0.7,Multimodal invasion,1.0
4.0,9.0,0.8,Multimodal invasion,1.0
4.0,9.0,0.9,Multimodal invasion,1.0
4.0,9.0,1.0,Multimodal invasion,1.0
4.0,12.0,0.0,Multimodal invasion,1.0
4.0,12.0,0.1,Multimodal invasion,1.0
4.0,12.0,0.2,Multimodal invasion,1.0
4.0,12.0,0.3,Multimodal invasion,1.0
4.0,12.0,0.4,Multimodal invasion,1.0
4.0,12.0,0.5,Multimodal invasion,1.0
4.0,12.0,0.6,Multimodal invasion,1.0
4.0,12.0,0.7,Multimodal invasion,1.0
4.0,12.0,0.8,Multimodal invasion,1.0
4.0,12.0,0.9,Multimodal invasion,1.0
4.0,12.0,1.0,Multimodal invasion,1.0
4.0,15.0,0.0,Multimodal invasion,1.0
4.0,15.0,0.1,Multimodal invasion,1.0
4.0,15.0,0.2,Multimodal invasion,1.0
4.0,15.0,0.3,Multimodal invasion,1.0
4.0,15.0,0.4,Multimodal invasion,1.0
4.0,15.0,0.5,Multimodal invasion,1.0
4.0,15.0,0.6,Multimodal invasion,1.0
4.0,15.0,0.7,Multimodal invasion,1.0
4.0,15.0,0.8,Multimodal invasion,1.0
4.0,15.0,0.9,Multimodal invasion,1.0
4.0,15.0,1.0,Multimodal invasion,1.0
4.0,18.0,0.0,Multimodal invasion,1.0
4.0,18.0,0.1,Multimodal invasion,1.0
4.0,18.0,0.2,Multimodal invasion,1.0
4.0,18.0,0.3,Multimodal invasion,1.0
4.0,18.0,0.4,Multimodal invasion,1.0
4.0,18.0,0.5,Multimodal invasion,1.0
4.0,18.0,0.6,Multimodal invasion,1.0
4.0,18.0,0.7,Multimodal invasion,1.0
4.0,18.0,0.8,Multimodal invasion,1.0
4.0,18.0,0.9,Multimodal invasion,1.0
4.0,18.0,1.0,Multimodal invasion,1.0
4.0,21.0,0.0,Multimodal invasion,1.0
4.0,21.0,0.1,Multimodal invasion,1.0
4.0,21.0,0.2,Multimodal invasion,1.0
4.0,21.0,0.3,Multimodal invasion,1.0
4.0,21.0,0.4,Multimodal invasion,1.0
4.0,21.0,0.5,Multimodal invasion,1.0
4.0,21.0,0.6,Multimodal invasion,1.0
4.0,21.0,0.7,Multimodal invasion,1.0
4.0,21.0,0.8,Multimodal invasion,1.0
4.0,21.0,0.9,Multimodal invasion,1.0
4.0,21.0,1.0,Multimodal invasion,1.0
4.0,24.0,0.0,Multimodal invasion,1.0
4.0,24.0,0.1,Multimodal invasion,1.0
4.0,24.0,0.2,Multimodal invasion,1.0
4.0,24.0,0.3,Multimodal invasion,1.0
4.0,24.0,0.4,Multimodal invasion,1.0
4.0,24.0,0.5,Multimodal invasion,1.0
4.0,24.0,0.6,Multimodal invasion,1.0
4.0,24.0,0.7,Multimodal invasion,1.0
4.0,24.0,0.8,Multimodal invasion,1.0
4.0,24.0,0.9,Multimodal invasion,1.0
4.0,24.0,1.0,Multimodal invasion,1.0
4.0,27.0,0.0,Multimodal invasion,1.0
4.0,27.0,0.1,Multimodal invasion,1.0
4.0,27.0,0.2,Multimodal invasion,1.0
4.0,27.0,0.3,Multimodal invasion,1.0
4.0,27.0,0.4,Multimodal invasion,1.0
4.0,27.0,0.5,Multimodal invasion,1.0
4.0,27.0,0.6,Multimodal invasion,1.0
4.0,27.0,0.7,Multimodal invasion,1.0
4.0,27.0,0.8,Multimodal invasion,1.0
4.0,27.0,0.9,Multimodal invasion,1.0
4.0,27.0,1.0,Multimodal invasion,1.0
4.0,30.0,0.0,Multimodal invasion,1.0
4.0,30.0,0.1,Multimodal invasion,1.0
4.0,30.0,0.2,Multimodal invasion,1.0
4.0,30.0,0.3,Multimodal invasion,1.0
4.0,30.0,0.4,Multimodal invasion,1.0
4.0,30.0,0.5,Multimodal invasion,1.0
4.0,30.0,0.6,Multimodal invasion,1.0
4.0,30.0,0.7,Multimodal invasion,1.0
4.0,30.0,0.8,Multimodal invasion,1.0
4.0,30.0,0.9,Multimodal invasion,1.0
4.0,30.0,1.0,Multimodal invasion,1.0
5.0,0.0,0.0,No invasion,0.9
5.0,0.0,0.0,Single cell invasion,0.1
5.0,0.0,0.1,No invasion,1.0
5.0,0.0,0.2,No invasion,0.9
5.0,0.0,0.2,Single cell invasion,0.1
5.0,0.0,0.3,No invasion,1.0
5.0,0.0,0.4,No invasion,1.0
5.0,0.0,0.5,No invasion,1.0
5.0,0.0,0.6,No invasion,1.0
5.0,0.0,0.7,No invasion,1.0
5.0,0.0,0.8,No invasion,1.0
5.0,0.0,0.9,No invasion,0.9
5.0,0.0,0.9,Single cell invasion,0.1
5.0,0.0,1.0,No invasion,0.9
5.0,0.0,1.0,Single cell invasion,0.1
5.0,3.0,0.0,Multimodal invasion,0.2
5.0,3.0,0.0,Single cell invasion,0.8
5.0,3.0,0.1,Single cell invasion,1.0
5.0,3.0,0.2,Multimodal invasion,0.3
5.0,3.0,0.2,Single cell invasion,0.7
5.0,3.0,0.3,Single cell invasion,1.0
5.0,3.0,0.4,Single cell invasion,1.0
5.0,3.0,0.5,Multimodal invasion,0.2
5.0,3.0,0.5,Single cell invasion,0.8
5.0,3.0,0.6,Multimodal invasion,0.2
5.0,3.0,0.6,Single cell invasion,0.8
5.0,3.0,0.7,Multimodal invasion,0.3
5.0,3.0,0.7,Single cell invasion,0.7
5.0,3.0,0.8,Multimodal invasion,0.1
5.0,3.0,0.8,Single cell invasion,0.9
5.0,3.0,0.9,Single cell invasion,1.0
5.0,3.0,1.0,Single cell invasion,1.0
5.0,6.0,0.0,Multimodal invasion,0.9
5.0,6.0,0.0,Single cell invasion,0.1
5.0,6.0,0.1,Multimodal invasion,0.8
5.0,6.0,0.1,Single cell invasion,0.2
5.0,6.0,0.2,Multimodal invasion,0.9
5.0,6.0,0.2,Single cell invasion,0.1
5.0,6.0,0.3,Multimodal invasion,1.0
5.0,6.0,0.4,Multimodal invasion,0.9
5.0,6.0,0.4,Single cell invasion,0.1
5.0,6.0,0.5,Multimodal invasion,0.8
5.0,6.0,0.5,Single cell invasion,0.2
5.0,6.0,0.6,Multimodal invasion,0.9
5.0,6.0,0.6,Single cell invasion,0.1
5.0,6.0,0.7,Multimodal invasion,1.0
5.0,6.0,0.8,Multimodal invasion,0.9
5.0,6.0,0.8,Single cell invasion,0.1
5.0,6.0,0.9,Multimodal invasion,0.9
5.0,6.0,0.9,Single cell invasion,0.1
5.0,6.0,1.0,Multimodal invasion,0.9
5.0,6.0,1.0,Single cell invasion,0.1
5.0,9.0,0.0,Multimodal invasion,1.0
5.0,9.0,0.1,Multimodal invasion,1.0
5.0,9.0,0.2,Multimodal invasion,1.0
5.0,9.0,0.3,Multimodal invasion,1.0
5.0,9.0,0.4,Multimodal invasion,1.0
5.0,9.0,0.5,Multimodal invasion,1.0
5.0,9.0,0.6,Multimodal invasion,1.0
5.0,9.0,0.7,Multimodal invasion,1.0
5.0,9.0,0.8,Multimodal invasion,1.0
5.0,9.0,0.9,Multimodal invasion,1.0
5.0,9.0,1.0,Multimodal invasion,1.0
5.0,12.0,0.0,Multimodal invasion,1.0
5.0,12.0,0.1,Multimodal invasion,1.0
5.0,12.0,0.2,Multimodal invasion,1.0
5.0,12.0,0.3,Multimodal invasion,1.0
5.0,12.0,0.4,Multimodal invasion,1.0
5.0,12.0,0.5,Multimodal invasion,1.0
5.0,12.0,0.6,Multimodal invasion,1.0
5.0,12.0,0.7,Multimodal invasion,1.0
5.0,12.0,0.8,Multimodal invasion,1.0
5.0,12.0,0.9,Multimodal invasion,1.0
5.0,12.0,1.0,Multimodal invasion,1.0
5.0,15.0,0.0,Multimodal invasion,1.0
5.0,15.0,0.1,Multimodal invasion,1.0
5.0,15.0,0.2,Multimodal invasion,1.0
5.0,15.0,0.3,Multimodal invasion,1.0
5.0,15.0,0.4,Multimodal invasion,1.0
5.0,15.0,0.5,Multimodal invasion,1.0
5.0,15.0,0.6,Multimodal invasion,1.0
5.0,15.0,0.7,Multimodal invasion,1.0
5.0,15.0,0.8,Multimodal invasion,1.0
5.0,15.0,0.9,Multimodal invasion,1.0
5.0,15.0,1.0,Multimodal invasion,1.0
5.0,18.0,0.0,Multimodal invasion,1.0
5.0,18.0,0.1,Multimodal invasion,1.0
5.0,18.0,0.2,Multimodal invasion,1.0
5.0,18.0,0.3,Multimodal invasion,1.0
5.0,18.0,0.4,Multimodal invasion,1.0
5.0,18.0,0.5,Multimodal invasion,1.0
5.0,18.0,0.6,Multimodal invasion,1.0
5.0,18.0,0.7,Multimodal invasion,1.0
5.0,18.0,0.8,Multimodal invasion,1.0
5.0,18.0,0.9,Multimodal invasion,1.0
5.0,18.0,1.0,Multimodal invasion,1.0
5.0,21.0,0.0,Multimodal invasion,1.0
5.0,21.0,0.1,Multimodal invasion,1.0
5.0,21.0,0.2,Multimodal invasion,1.0
5.0,21.0,0.3,Multimodal invasion,1.0
5.0,21.0,0.4,Multimodal invasion,1.0
5.0,21.0,0.5,Multimodal invasion,1.0
5.0,21.0,0.6,Multimodal invasion,1.0
5.0,21.0,0.7,Multimodal invasion,1.0
5.0,21.0,0.8,Multimodal invasion,1.0
5.0,21.0,0.9,Multimodal invasion,1.0
5.0,21.0,1.0,Multimodal invasion,1.0
5.0,24.0,0.0,Multimodal invasion,1.0
5.0,24.0,0.1,Multimodal invasion,1.0
5.0,24.0,0.2,Multimodal invasion,1.0
5.0,24.0,0.3,Multimodal invasion,1.0
5.0,24.0,0.4,Multimodal invasion,1.0
5.0,24.0,0.5,Multimodal invasion,1.0
5.0,24.0,0.6,Multimodal invasion,1.0
5.0,24.0,0.7,Multimodal invasion,1.0
5.0,24.0,0.8,Multimodal invasion,1.0
5.0,24.0,0.9,Multimodal invasion,1.0
5.0,24.0,1.0,Multimodal invasion,1.0
5.0,27.0,0.0,Multimodal invasion,1.0
5.0,27.0,0.1,Multimodal invasion,1.0
5.0,27.0,0.2,Multimodal invasion,1.0
5.0,27.0,0.3,Multimodal invasion,1.0
5.0,27.0,0.4,Multimodal invasion,1.0
5.0,27.0,0.5,Multimodal invasion,1.0
5.0,27.0,0.6,Multimodal invasion,1.0
5.0,27.0,0.7,Multimodal invasion,1.0
5.0,27.0,0.8,Multimodal invasion,1.0
5.0,27.0,0.9,Multimodal invasion,1.0
5.0,27.0,1.0,Multimodal invasion,1.0
5.0,30.0,0.0,Multimodal invasion,0.9
5.0,30.0,0.0,Single cell invasion,0.1
5.0,30.0,0.1,Multimodal invasion,1.0
5.0,30.0,0.2,Multimodal invasion,1.0
5.0,30.0,0.3,Multimodal invasion,1.0
5.0,30.0,0.4,Multimodal invasion,1.0
5.0,30.0,0.5,Multimodal invasion,1.0
5.0,30.0,0.6,Multimodal invasion,1.0
5.0,30.0,0.7,Multimodal invasion,1.0
5.0,30.0,0.8,Multimodal invasion,1.0
5.0,30.0,0.9,Multimodal invasion,1.0
5.0,30.0,1.0,Multimodal invasion,1.0
